1	138	910	1.111	1.111
2	138	1008	1.230	1.230
0	139	536	0.654	0.654
1	139	909	1.110	1.110
2	139	1005	1.227	1.227
0	140	531	0.648	0.648
1	140	903	1.102	1.102
2	140	1000	1.221	1.221
0	141	533	0.651	0.651
1	141	901	1.100	1.100
2	141	997	1.217	1.217
0	142	530	0.647	0.647
1	142	896	1.094	1.094
2	142	992	1.211	1.211
0	143	530	0.647	0.647
1	143	892	1.089	1.089
2	143	988	1.206	1.206
0	144	529	0.646	0.646
1	144	890	1.086	1.086
2	144	984	1.201	1.201
0	145	526	0.642	0.642
1	145	886	1.082	1.082
2	145	980	1.196	1.196
0	146	528	0.645	0.645
1	146	883	1.078	1.078
2	146	976	1.191	1.191
0	147	524	0.640	0.640
1	147	880	1.074	1.074
2	147	972	1.187	1.187
0	148	525	0.641	0.641
1	148	878	1.072	1.072
2	148	968	1.182	1.182
0	149	524	0.640	0.640
1	149	875	1.068	1.068
2	149	965	1.178	1.178
0	150	520	0.635	0.635
1	150	868	1.060	1.060
2	150	960	1.172	1.172
0	151	525	0.641	0.641
1	151	865	1.056	1.056
2	151	958	1.169	1.169
0	152	517	0.631	0.631
1	152	862	1.052	1.052
2	152	952	1.162	1.162
0	153	520	0.635	0.635
1	153	860	1.050	1.050
2	153	949	1.158	1.158
0	154	520	0.635	0.635
1	154	858	1.047	1.047
2	154	946	1.155	1.155
0	155	522	0.637	0.637
1	155	853	1.041	1.041
2	155	943	1.151	1.151
0	156	518	0.632	0.632
1	156	851	1.039	1.039
2	156	938	1.145	1.145
0	157	510	0.623	0.623
1	157	846	1.033	1.033
2	157	934	1.140	1.140
0	158	513	0.626	0.626
1	158	844	1.030	1.030
2	158	931	1.136	1.136
0	159	516	0.630	0.630
1	159	843	1.029	1.029
2	159	927	1.132	1.132
0	160	517	0.631	0.631
1	160	838	1.023	1.023
2	160	924	1.128	1.128
0	161	513	0.626	0.626
1	161	835	1.019	1.019
2	161	920	1.123	1.123
0	162	509	0.621	0.621
1	162	835	1.019	1.019
2	162	916	1.118	1.118
0	163	504	0.615	0.615
1	163	833	1.017	1.017
2	163	912	1.113	1.113
0	164	506	0.618	0.618
1	164	830	1.013	1.013
2	164	908	1.108	1.108
0	165	508	0.620	0.620
1	165	828	1.011	1.011
2	165	904	1.104	1.104
0	166	507	0.619	0.619
1	166	826	1.008	1.008
2	166	901	1.100	1.100
0	167	511	0.624	0.624
1	167	821	1.002	1.002
2	167	899	1.097	1.097
0	168	504	0.615	0.615
1	168	814	0.994	0.994
2	168	895	1.093	1.093
0	169	499	0.609	0.609
1	169	811	0.990	0.990
2	169	892	1.089	1.089
0	170	502	0.613	0.613
1	170	812	0.991	0.991
2	170	888	1.084	1.084
0	171	507	0.619	0.619
1	171	810	0.989	0.989
2	171	885	1.080	1.080
0	172	501	0.612	0.612
1	172	805	0.983	0.983
2	172	882	1.077	1.077
0	173	495	0.604	0.604
1	173	801	0.978	0.978
2	173	878	1.072	1.072
0	174	499	0.609	0.609
1	174	798	0.974	0.974
2	174	876	1.069	1.069
0	175	503	0.614	0.614
1	175	795	0.970	0.970
2	175	873	1.066	1.066
0	176	497	0.607	0.607
1	176	794	0.969	0.969
2	176	870	1.062	1.062
0	177	490	0.598	0.598
1	177	792	0.967	0.967
2	177	866	1.057	1.057
0	178	495	0.604	0.604
1	178	789	0.963	0.963
2	178	863	1.053	1.053
0	179	498	0.608	0.608
1	179	787	0.961	0.961
2	179	862	1.052	1.052
0	180	492	0.601	0.601
1	180	784	0.957	0.957
2	180	858	1.047	1.047
0	181	490	0.598	0.598
1	181	780	0.952	0.952
2	181	854	1.042	1.042
0	182	494	0.603	0.603
1	182	777	0.948	0.948
2	182	852	1.040	1.040
0	183	487	0.594	0.594
1	183	779	0.951	0.951
2	183	848	1.035	1.035
0	184	491	0.599	0.599
1	184	781	0.953	0.953
2	184	847	1.034	1.034
0	185	494	0.603	0.603
1	185	780	0.952	0.952
2	185	848	1.035	1.035
0	186	486	0.593	0.593
1	186	776	0.947	0.947
2	186	844	1.030	1.030
0	187	487	0.594	0.594
1	187	772	0.942	0.942
2	187	840	1.025	1.025
0	188	488	0.596	0.596
1	188	768	0.938	0.938
2	188	838	1.023	1.023
0	189	487	0.594	0.594
1	189	761	0.929	0.929
2	189	835	1.019	1.019
0	190	480	0.586	0.586
1	190	757	0.924	0.924
2	190	831	1.014	1.014
0	191	488	0.596	0.596
1	191	757	0.924	0.924
2	191	829	1.012	1.012
0	192	483	0.590	0.590
1	192	751	0.917	0.917
2	192	825	1.007	1.007
0	193	484	0.591	0.591
1	193	748	0.913	0.913
2	193	822	1.003	1.003
0	194	480	0.586	0.586
1	194	746	0.911	0.911
2	194	819	1.000	1.000
0	195	481	0.587	0.587
1	195	743	0.907	0.907
2	195	816	0.996	0.996
0	196	481	0.587	0.587
1	196	745	0.909	0.909
2	196	813	0.992	0.992
0	197	475	0.580	0.580
1	197	742	0.906	0.906
2	197	809	0.988	0.988
0	198	481	0.587	0.587
1	198	738	0.901	0.901
2	198	808	0.986	0.986
0	199	471	0.575	0.575
1	199	740	0.903	0.903
2	199	803	0.980	0.980
0	200	480	0.586	0.586
1	200	740	0.903	0.903
2	200	801	0.978	0.978
0	201	470	0.574	0.574
1	201	736	0.898	0.898
2	201	797	0.973	0.973
0	202	477	0.582	0.582
1	202	729	0.890	0.890
2	202	796	0.972	0.972
0	203	472	0.576	0.576
1	203	723	0.883	0.883
2	203	792	0.967	0.967
0	204	474	0.579	0.579
1	204	725	0.885	0.885
2	204	789	0.963	0.963
0	205	472	0.576	0.576
1	205	722	0.881	0.881
2	205	787	0.961	0.961
0	206	469	0.573	0.573
1	206	718	0.876	0.876
2	206	783	0.956	0.956
0	207	475	0.580	0.580
1	207	717	0.875	0.875
2	207	782	0.955	0.955
0	208	469	0.573	0.573
1	208	716	0.874	0.874
2	208	778	0.950	0.950
0	209	471	0.575	0.575
1	209	716	0.874	0.874
2	209	775	0.946	0.946
0	210	470	0.574	0.574
1	210	716	0.874	0.874
2	210	774	0.945	0.945
0	211	461	0.563	0.563
1	211	716	0.874	0.874
2	211	770	0.940	0.940
0	212	469	0.573	0.573
1	212	711	0.868	0.868
2	212	768	0.938	0.938
0	213	465	0.568	0.568
1	213	704	0.859	0.859
2	213	765	0.934	0.934
0	214	458	0.559	0.559
1	214	699	0.853	0.853
2	214	761	0.929	0.929
0	215	466	0.569	0.569
1	215	700	0.854	0.854
2	215	761	0.929	0.929
0	216	463	0.565	0.565
1	216	696	0.850	0.850
2	216	759	0.927	0.927
0	217	460	0.562	0.562
1	217	695	0.848	0.848
2	217	756	0.923	0.923
0	218	466	0.569	0.569
1	218	700	0.854	0.854
2	218	755	0.922	0.922
0	219	459	0.560	0.560
1	219	697	0.851	0.851
2	219	751	0.917	0.917
0	220	461	0.563	0.563
1	220	690	0.842	0.842
2	220	748	0.913	0.913
0	221	461	0.563	0.563
1	221	688	0.840	0.840
2	221	746	0.911	0.911
0	222	455	0.555	0.555
1	222	686	0.837	0.837
2	222	742	0.906	0.906
0	223	463	0.565	0.565
1	223	684	0.835	0.835
2	223	741	0.905	0.905
0	224	455	0.555	0.555
1	224	680	0.830	0.830
2	224	739	0.902	0.902
0	225	457	0.558	0.558
1	225	675	0.824	0.824
2	225	737	0.900	0.900
0	226	456	0.557	0.557
1	226	675	0.824	0.824
2	226	736	0.898	0.898
0	227	449	0.548	0.548
1	227	675	0.824	0.824
2	227	732	0.894	0.894
0	228	458	0.559	0.559
1	228	676	0.825	0.825
2	228	731	0.892	0.892
0	229	451	0.551	0.551
1	229	674	0.823	0.823
2	229	728	0.889	0.889
0	230	455	0.555	0.555
1	230	672	0.820	0.820
2	230	725	0.885	0.885
0	231	450	0.549	0.549
1	231	670	0.818	0.818
2	231	723	0.883	0.883
0	232	452	0.552	0.552
1	232	667	0.814	0.814
2	232	720	0.879	0.879
0	233	441	0.538	0.538
1	233	652	0.796	0.796
2	233	708	0.864	0.864
0	234	425	0.519	0.519
1	234	639	0.780	0.780
2	234	692	0.845	0.845
0	235	430	0.525	0.525
1	235	612	0.747	0.747
2	235	669	0.817	0.817
0	236	426	0.520	0.520
1	236	613	0.748	0.748
2	236	655	0.800	0.800
0	237	427	0.521	0.521
1	237	617	0.753	0.753
2	237	647	0.790	0.790
0	238	428	0.522	0.522
1	238	615	0.751	0.751
2	238	644	0.786	0.786
0	239	428	0.522	0.522
1	239	613	0.748	0.748
2	239	642	0.784	0.784
0	0	425	0.519	0.519
1	0	609	0.743	0.743
2	0	641	0.782	0.782
0	1	426	0.520	0.520
1	1	606	0.740	0.740
2	1	640	0.781	0.781
0	2	423	0.516	0.516
1	2	608	0.742	0.742
2	2	639	0.780	0.780
0	3	424	0.518	0.518
1	3	608	0.742	0.742
2	3	638	0.779	0.779
0	4	426	0.520	0.520
1	4	607	0.741	0.741
2	4	638	0.779	0.779
0	5	420	0.513	0.513
1	5	604	0.737	0.737
2	5	635	0.775	0.775
0	6	423	0.516	0.516
1	6	598	0.730	0.730
2	6	634	0.774	0.774
0	7	418	0.510	0.510
1	7	596	0.728	0.728
2	7	628	0.767	0.767
0	8	407	0.497	0.497
1	8	583	0.712	0.712
2	8	620	0.757	0.757
0	9	411	0.502	0.502
1	9	577	0.704	0.704
2	9	608	0.742	0.742
0	10	404	0.493	0.493
1	10	572	0.698	0.698
2	10	598	0.730	0.730
0	11	411	0.502	0.502
1	11	573	0.699	0.699
2	11	595	0.726	0.726
0	12	409	0.499	0.499
1	12	572	0.698	0.698
2	12	593	0.724	0.724
